***	PUNCT
清楚	VERB
了	PART
，	PUNCT
況且	ADV
相同	ADJ
的	PART

	SPACE
稱呼	NOUN
也	ADV
沒有	ADV
聽到	VERB
過	PART
第二	NUM
回	NUM
。	PUNCT


	SPACE
翁	NOUN
——	PUNCT
阿阿	PROPN
。	PUNCT
那	ADV
麼	ADV
，	PUNCT
你	PRON
是	VERB
從	ADP
哪	PRON
裡來	NOUN
的	PART
呢	PART
？	PUNCT


	SPACE
客——	PUNCT
〔略	PUNCT
略	ADV
遲疑	VERB
，	PUNCT
〕	PUNCT
我	PRON
不	ADV
知道	VERB
。	PUNCT
從	ADP
我	PRON
還	ADV
能	VERB
記得	VERB
的	PART
時候	NOUN
起	PART
，	PUNCT
我	PRON
就	ADV
在	ADP
這麼	PRON
走	VERB
。	PUNCT


	SPACE
翁	NOUN
——	PUNCT
對	VERB
了	PART
。	PUNCT
那	ADV
麼	ADV
，	PUNCT
我	PRON
可以	VERB
問	VERB
你	PRON
到	VERB
哪裡	PRON
去	VERB
麼	PART
？	PUNCT


	SPACE
客	NOUN
——	PUNCT
自然	ADV
可以	VERB
。	PUNCT
——	PUNCT
但是	ADV
，	PUNCT
我	PRON
不	ADV
知道	VERB
。	PUNCT
從	ADP
我	PRON
還	ADV
能	VERB
記得	VERB
的	PART
時候	NOUN
起	PART
，	PUNCT
我	PRON
就	ADV
在	ADP
這麼	PRON
走	VERB
，	PUNCT
要	VERB
走	VERB

	SPACE
到	VERB
一	NUM
個	NUM
地方	NOUN
去	VERB
，	PUNCT
這	DET
地方	NOUN
就	ADV
在	VERB
前面	NOUN
。	PUNCT
我	PRON
單記	ADV
得	VERB
走	VERB
了	PART
許	NUM
多	NUM
路	NOUN
，	PUNCT
現	NOUN
在	NOUN
來到	VERB
這裡	PRON
了	PART
。	PUNCT
我	PRON
接著	ADV
就要	ADV

	SPACE
走向	VERB
那	PRON
邊去	NOUN
，	PUNCT
〔西指	PROPN
，	PUNCT
〕	PUNCT
前面	NOUN
！	PUNCT


	SPACE
〔	PUNCT
女孩	NOUN
小心	VERB
地	PART
捧出	VERB
一	NUM
個	NUM
木杯	NOUN
來	VERB
，	PUNCT
遞去	VERB
。	PUNCT
〕	PUNCT


	SPACE
客——	PUNCT
〔接杯	VERB
，	PUNCT
〕	PUNCT
多	ADV
謝	VERB
，	PUNCT
姑娘	NOUN
。	PUNCT
〔將	PUNCT
水兩口	NOUN
喝盡	VERB
，	PUNCT
還杯	VERB
，	PUNCT
〕	PUNCT
多	ADV
謝	VERB
，	PUNCT
姑娘	NOUN
。	PUNCT
這	PRON
真是	ADV
少有	ADJ
的	PART

	SPACE
好意	NOUN
。	PUNCT
我	PRON
真	ADV
不	ADV
知道	VERB
應該	VERB
怎樣	ADV
感謝	VERB
！	PUNCT


	SPACE
翁	NOUN
——	PUNCT
不要	ADV
這麼	ADV
感激	VERB
。	PUNCT
這於	PRON
你	PRON
是	VERB
沒有	VERB
好處	NOUN
的	PART
。	PUNCT


	SPACE
客	NOUN
——	PUNCT
是的	ADV
，	PUNCT
這於	PRON
我	PRON
沒有	VERB
好處	NOUN
。	PUNCT
可是	ADV
我	PRON
現	NOUN
在	ADV
很	ADV
恢復	VERB
了	PART
些	NUM
力氣	NOUN
了	PART
。	PUNCT
我	PRON
就要	ADV
前去	VERB
。	PUNCT
老丈	NOUN
，	PUNCT
你	PRON

	SPACE
大約	ADV
是	VERB
久住	ADV
在	VERB
這裡	PRON
的	PART
，	PUNCT
你	PRON
可	ADV
知道	VERB
前面	NOUN
是	VERB
怎麼	ADJ
一	NUM
個	NUM
所在	NOUN
麼	PART
？	PUNCT


	SPACE
翁	NOUN
——	PUNCT
前面	NOUN
？	PUNCT
前面	NOUN
，	PUNCT
是	VERB
墳	NOUN
。	PUNCT


	SPACE
客——	NOUN
〔詫	PUNCT
異地	NOUN
，	PUNCT
〕墳	NOUN
？	PUNCT


	SPACE
孩	NOUN
——	PUNCT
不	ADV
，	PUNCT
不	ADV
，	PUNCT
不	ADV
。	PUNCT
那	PRON
裡	NOUN
有	VERB
許多	NUM
許	NUM
多野	NUM
百合	NOUN
，	PUNCT
野薔薇	NOUN
，	PUNCT
我	PRON
常常	ADV
去	VERB
玩	VERB
，	PUNCT
去	VERB
看	VERB
他們	PRON
的	PART
。	PUNCT


	SPACE
客——	PUNCT
〔	PUNCT
西顧	NOUN
，	PUNCT
仿佛	ADV
微笑	VERB
，	PUNCT
〕	PUNCT
不	ADV
錯	VERB
。	PUNCT
那些	DET
地方	NOUN
有	VERB
許多	NUM
許	NUM
多野	NUM
百合	NOUN
，	PUNCT
野薔薇	NOUN
，	PUNCT
我	PRON
也	ADV
常常	ADV
去	VERB

	SPACE
玩過	VERB
，	PUNCT
去	VERB
看過	VERB
的	PART
。	PUNCT
但是	ADV
，	PUNCT
那	PRON
是	VERB
墳	NOUN
。	PUNCT
〔向	ADP
老翁	NOUN
，	PUNCT
〕	PUNCT
老丈	NOUN
，	PUNCT
走完	VERB
了	PART
那	DET
墳	NOUN
地	NOUN
之後	NOUN
呢	PART
？	PUNCT


	SPACE
翁	NOUN
——	PUNCT
走	VERB
完	VERB
之後	NOUN
？	PUNCT
那	ADV
我	PRON
可不	ADV
知道	VERB
。	PUNCT
我	PRON
沒有	ADV
走過	VERB
。	PUNCT


	SPACE
客	NOUN
——	PUNCT
不	ADV
知道	VERB
？	PUNCT
！	PUNCT


	SPACE
孩	NOUN
——	PUNCT
我	PRON
也	ADV
不	ADV
知道	VERB
。	PUNCT


	SPACE
翁	NOUN
——	PUNCT
我	PRON
單	ADV
知道	VERB
南邊	PROPN
；	PUNCT
北邊	PROPN
；	PUNCT
東邊	PROPN
，	PUNCT
你	PRON
的	PART
來路	NOUN
。	PUNCT
那	PRON
是	VERB
我	PRON
最	ADV
熟悉	VERB
的	PART
地方	NOUN
，	PUNCT
也	ADV
許倒	ADV
是	VERB
於	ADP
你們	PRON

	SPACE
最好	VERB
的	PART
地方	NOUN
。	PUNCT
你	PRON
莫怪	ADV
我	PRON
多嘴	VERB
，	PUNCT
據	ADP
我	PRON
看來	PART
，	PUNCT
你	PRON
已	ADV
經	ADV
這麼	ADV
勞頓	VERB
了	PART
，	PUNCT
還不如	ADV
回轉	VERB
去	VERB
，	PUNCT
因為	ADP
你	PRON
前	VERB

	SPACE
去	VERB
也	ADV
料不定	ADV
可能	ADV
走完	VERB
。	PUNCT


	SPACE
客——	PUNCT
料不定	ADV
可能	ADV
走完	VERB
？	PUNCT
……	PUNCT
〔	PUNCT
沉思	VERB
，	PUNCT
忽然	ADV
驚起	VERB
〕	PUNCT
那	PRON
不行	VERB
！	PUNCT
我	PRON
衹	ADV
得	VERB
走	VERB
。	PUNCT
回到	VERB
那	PRON
裡去	NOUN
，	PUNCT
就	ADV

	SPACE
沒	VERB
一	NUM
處	NUM
沒有	VERB
名目	NOUN
，	PUNCT
沒	VERB
一	NUM
處	NUM
沒有	VERB
地主	NOUN
，	PUNCT
沒	VERB
一	NUM
處	NUM
沒有	VERB
驅逐	NOUN
和	CCONJ
牢籠	NOUN
，	PUNCT
沒	VERB
一	NUM
處	NUM
沒有	VERB
皮面	NOUN
的	PART
笑容	NOUN
，	PUNCT

	SPACE
沒	VERB
一	NUM
處	NUM
沒有	VERB
眶外	NOUN
的	PART
眼淚	NOUN
。	PUNCT
我	PRON
憎惡	VERB
他們	NOUN
，	PUNCT
我	PRON
不	ADV
回轉	VERB
去	VERB
。	PUNCT


	SPACE
翁	NOUN
——	PUNCT
那	PRON
也	ADV
不然	VERB
。	PUNCT
你	PRON
也	ADV
會遇	VERB
見心	NOUN
底	PART
的	PART
眼淚	NOUN
，	PUNCT
為	ADP
你	PRON
的	PART
悲哀	NOUN
。	PUNCT


	SPACE
客	NOUN
——	PUNCT
不	ADV
。	PUNCT
我	PRON
不	ADV
願	VERB
看見	VERB
他	PRON
們心	PRON
底	PART
的	PART
眼淚	NOUN
，	PUNCT
不要	VERB
他	PRON
們為	PRON
我	PRON
的	PART
悲哀	NOUN
。	PUNCT


	SPACE
翁	NOUN
——	PUNCT
那	ADV
麼	ADV
，	PUNCT
你	PRON
，	PUNCT
〔搖頭	VERB
，	PUNCT
〕	PUNCT
你	PRON
衹	ADV
得	VERB
走	VERB
了	PART
。	PUNCT


	SPACE
客	NOUN
——	PUNCT
是的	ADV
，	PUNCT
我	PRON
衹	ADV
得	VERB
走	VERB
了	PART
。	PUNCT
況且	ADV
還	ADV
有	VERB
聲音	NOUN
常	ADV
在	ADP
前面	NOUN
催促	VERB
我	PRON
，	PUNCT
叫	VERB
喚	VERB
我	PRON
，	PUNCT
使	VERB
我息不下	VERB
。	PUNCT
可恨	VERB

	SPACE
的	PART
是	VERB
我	PRON
的	PART
腳早經	NOUN
走破	VERB
了	PART
，	PUNCT
有	VERB
許	NUM
多	NUM
傷	NOUN
，	PUNCT
流	VERB
了	PART
許	NUM
多	NUM
血	NOUN
。	PUNCT
〔舉	PUNCT
起	VERB
一	NUM
足	NOUN
給	ADP
老人	NOUN
看	VERB
，	PUNCT
〕	PUNCT
因此	ADV
，	PUNCT
我	PRON
的	PART

	SPACE
血	NOUN
不	ADV
夠	VERB
了	PART
；	PUNCT
我	PRON
要	VERB
喝	VERB
些	NUM
血	NOUN
。	PUNCT
但	ADV
血	NOUN
在	VERB
哪裡	PRON
呢	PART
？	PUNCT
可是	ADV
我	PRON
也	ADV
不	ADV
願意	VERB
喝無	VERB
論誰	VERB
的	PART
血	NOUN
。	PUNCT
我	PRON
衹	ADV
得	VERB
喝	VERB
些	NUM
水	NOUN

	SPACE
，	PUNCT
來補	PART
充	VERB
我	PRON
的	PART
血	NOUN
。	PUNCT
一路	NOUN
上	PART
總	ADV
有	VERB
水	NOUN
，	PUNCT
我	PRON
倒	ADV
也	ADV
並	ADV
不	ADV
感到	VERB
什麼	PRON
不足	VERB
。	PUNCT
衹	ADV
是	ADV
我	PRON
的	PART
力氣	NOUN
太	ADV
稀薄	VERB
了	PART
，	PUNCT

	SPACE
血	NOUN
堶惜	PUNCT
茼h	NOUN
了	PART
水	NOUN
的	PART
緣	NOUN
故罷	NOUN
。	PUNCT
今天	NOUN
連	ADV
一	NUM
個	NUM
小	ADJ
水窪	NOUN
也	ADV
遇	VERB
不	ADV
到	VERB
，	PUNCT
也	ADV
就是	ADV
少	ADV
走	VERB
了	PART
路	NOUN
的	PART
緣故	NOUN
罷	PART
。	PUNCT


	SPACE
翁	NOUN
——	PUNCT
那	PRON
也	ADV
未必	VERB
。	PUNCT
太	NOUN
陽	NOUN
下去	VERB
了	PART
，	PUNCT
我	PRON
想	VERB
，	PUNCT
還不如	ADV
休息	VERB
一會	ADV
的	PART
好罷	VERB
，	PUNCT
象	ADP
我	PRON
似的	ADV
。	PUNCT


	SPACE
客	NOUN
——	PUNCT
但是	ADV
，	PUNCT
那	DET
前面	NOUN
的	PART
聲音	NOUN
叫	VERB
我	PRON
走	VERB
。	PUNCT


	SPACE
翁	NOUN
——	PUNCT
我	PRON
知道	VERB
。	PUNCT


	SPACE
客——	PUNCT
你	PRON
知道	VERB
？	PUNCT
你	PRON
知道	VERB
那	DET
聲	NUM
音麼	NOUN
？	PUNCT


	SPACE
翁	NOUN
——	PUNCT
是的	VERB
。	PUNCT
他	PRON
似乎	ADV
曾	ADV
經	ADV
也	ADV
叫	VERB
過	PART
我	PRON
。	PUNCT


	SPACE
客	NOUN
——	PUNCT
那	PRON
也	ADV
就是	ADV
現	NOUN
在	NOUN
叫	VERB
我	PRON
的	PART
聲音	NOUN
麼	PART
？	PUNCT


	SPACE
翁	NOUN
——	PUNCT
那	ADV
我	PRON
可不	ADV
知道	VERB
。	PUNCT
他	PRON
也	ADV
就是	ADV
叫	VERB
過幾聲	NOUN
，	PUNCT
我	PRON
不理	VERB
他	PRON
，	PUNCT
他	PRON
也	ADV
就	ADV
不	ADV
叫	VERB
了	PART
，	PUNCT
我	PRON
也	ADV
就	ADV
記	VERB
不	ADV
清楚	VERB

	SPACE
了	PART
。	PUNCT


	SPACE
客	NOUN
——	PUNCT
唉	INTJ
唉	INTJ
，	PUNCT
不理	VERB
他	PRON
……	PUNCT
。	PUNCT
〔	PUNCT
沉思	VERB
，	PUNCT
忽然	ADV
吃驚	VERB
，	PUNCT
傾	VERB
聽著	VERB
，	PUNCT
〕	PUNCT
不行	VERB
！	PUNCT
我	PRON
還	ADV
是	VERB
走	VERB
的	PART
好	VERB
。	PUNCT
我	PRON
息	VERB

	SPACE
不	ADV
下	VERB
。	PUNCT
可恨	ADV
我	PRON
的	PART
腳早經	NOUN
走破	VERB
了	PART
。	PUNCT
〔準	VERB
備	VERB
走路	VERB
。	PUNCT
〕	PUNCT


	SPACE
孩	NOUN
——	PUNCT
給	VERB
你	PRON
！	PUNCT
〔遞	VERB
給	VERB
一	NUM
片	NUM
布	NOUN
，	PUNCT
〕裹	VERB
上	VERB
你	PRON
的	PART
傷去	NOUN
。	PUNCT


	SPACE
客	NOUN
——	PUNCT
多	ADV
謝	VERB
，	PUNCT
〔	PUNCT
接取	VERB
，	PUNCT
〕姑娘	NOUN
。	PUNCT
這真	PRON
是	VERB
……	NOUN
。	PUNCT
這真	PRON
是	VERB
極少	ADV
有的	DET
好意	NOUN
。	PUNCT
這能	ADV
使	VERB
我	PRON
可以	VERB
走	VERB
更	ADV

	SPACE
多	NUM
的	PART
路	NOUN
。	PUNCT
〔	PUNCT
就	ADV
斷磚	ADV
坐下	VERB
，	PUNCT
要	VERB
將	X
布纏	VERB
在	ADP
踝上	NOUN
，	PUNCT
〕	PUNCT
但是	ADV
，	PUNCT
不行	VERB
！	PUNCT
〔	PUNCT
竭力	ADV
站起	VERB
，	PUNCT
〕姑娘	NOUN
，	PUNCT
還	VERB
了	PART

	SPACE
你	PRON
罷	PART
，	PUNCT
還	ADV
是	ADV
裹	VERB
不	ADV
下	VERB
。	PUNCT
況且	ADV
這	DET
太	ADV
多	NUM
的	PART
好意	NOUN
，	PUNCT
我	PRON
沒法	ADV
感激	VERB
。	PUNCT


	SPACE
翁	NOUN
——	PUNCT
你	PRON
不要	ADV
這麼	ADV
感激	VERB
，	PUNCT
這於	ADV
你	PRON
沒有	VERB
好處	NOUN
。	PUNCT


	SPACE
客	NOUN
——	PUNCT
是的	ADV
，	PUNCT
這於	PRON
我	PRON
沒有	VERB
什麼	DET
好處	NOUN
。	PUNCT
但	ADV
在	ADP
我	PRON
，	PUNCT
這	DET
佈施	NOUN
是	VERB
最	ADV
上	ADJ
的	PART
東西	NOUN
了	PART
。	PUNCT
你	PRON
看	VERB
，	PUNCT
我	PRON
全身	NOUN
上	PART

	SPACE
可	ADV
有	VERB
這樣	PRON
的	PART
。	PUNCT


	SPACE
翁	NOUN
——	PUNCT
你	PRON
不要	ADV
當真	VERB
就是	ADV
。	PUNCT


	SPACE
客	NOUN
——	PUNCT
是的	VERB
。	PUNCT
但是	ADV
我	PRON
不	ADV
能	VERB
。	PUNCT
我	PRON
怕	VERB
我	PRON
會	VERB
這樣	VERB
：	PUNCT
倘使	SCONJ
我	PRON
得到	VERB
了	PART
誰	PRON
的	PART
佈施	NOUN
，	PUNCT
我	PRON
就要	ADV
象	ADP
兀鷹	PROPN
看見	VERB

	SPACE
死屍一樣	VERB
，	PUNCT
在	ADP
四	NOUN
近	NOUN
徘徊	VERB
，	PUNCT
祝願	VERB
她	PRON
的	PART
滅亡	NOUN
，	PUNCT
給	VERB
我	PRON
親自	ADV
看見	VERB
；	PUNCT
或者	CCONJ
咒詛	VERB
她	PRON
以外	PART
的	PART
一切	DET
全都	ADV
滅	VERB

	SPACE
亡	VERB
，	PUNCT
連	ADV
我	PRON
自己	PRON
，	PUNCT
因為	ADP
我	PRON
就	ADV
應該	VERB
得到	VERB
咒詛	NOUN
。	PUNCT
但是	ADV
我	PRON
還沒	ADV
有	VERB
這樣	PRON
的	PART
力量	NOUN
；	PUNCT
即使	SCONJ
有	VERB
這	DET
力量	NOUN
，	PUNCT
我	PRON

	SPACE
也	ADV
不	ADV
願意	VERB
她	PRON
有	VERB
這樣	PRON
的	PART
境遇	NOUN
，	PUNCT
因為	ADP
她	PRON
們	PRON
大概	ADV
總	ADV
不	ADV
願意	VERB
有	VERB
這樣	PRON
的	PART
境遇	NOUN
。	PUNCT
我	PRON
想	VERB
，	PUNCT
這	PRON
最	ADV
穩當	VERB
。	PUNCT
〔	PUNCT

	SPACE
向	ADP
女孩	NOUN
，	PUNCT
〕姑娘	NOUN
，	PUNCT
你	PRON
這	DET
布片	NOUN
太	ADV
好	VERB
，	PUNCT
可是	ADV
太	ADV
小	VERB
一	ADV
點	ADV
了	PART
，	PUNCT
還	VERB
了	VERB
你	PRON
罷	PART
。	PUNCT


	SPACE
孩	NOUN
——	PUNCT
〔	PUNCT
驚懼	VERB
，	PUNCT
退後	NOUN
，	PUNCT
〕	PUNCT
我	PRON
不要	VERB
了	PART
！	PUNCT
你	PRON
帶走	VERB
！	PUNCT


	SPACE
客——	NOUN
〔	PUNCT
似笑	ADV
，	PUNCT
〕	PUNCT
哦	INTJ
哦	INTJ
，	PUNCT
……	PUNCT
因為	ADP
我	PRON
拿過	VERB
了	PART
？	PUNCT


	SPACE
孩	NOUN
——	PROPN
〔	PUNCT
點頭	VERB
，	PUNCT
指口袋	NOUN
，	PUNCT
〕	PUNCT
你	PRON
裝	VERB
在	ADP
那	PRON
裡	NOUN
，	PUNCT
去	VERB
玩玩	VERB
。	PUNCT


	SPACE
客——	PUNCT
〔頹	PUNCT
唐地	PROPN
退後	VERB
，	PUNCT
〕但	ADV
這背	PRON
在	VERB
身上	NOUN
，	PUNCT
怎麼	ADV
走	VERB
呢	PART
？	PUNCT
……	PUNCT


	SPACE
翁	NOUN
——	PUNCT
你	PRON
息	VERB
不	ADV
下	VERB
，	PUNCT
也	ADV
就	ADV
背	VERB
不	ADV
動	VERB
。	PUNCT
——	PUNCT
休息	VERB
一會	ADV
，	PUNCT
就	ADV
沒有	VERB
什麼	PRON
了	PART
。	PUNCT


	SPACE
客——	PUNCT
對咧	VERB
，	PUNCT
休息	VERB
……	PUNCT
。	PUNCT
〔但	ADV
忽然	ADV
驚醒	VERB
，	PUNCT
傾聽	VERB
。	PUNCT
〕	PUNCT
不	ADV
，	PUNCT
我	PRON
不	ADV
能	VERB
！	PUNCT
我	PRON
還	ADV
是	VERB
走	VERB
好	VERB
。	PUNCT


	SPACE
翁	NOUN
——	PUNCT
你	PRON
總	ADV
不	ADV
願意	VERB
休息	VERB
麼	PART
？	PUNCT


	SPACE
客——	PUNCT
我	PRON
願意	VERB
休息	VERB
。	PUNCT


	SPACE
翁	NOUN
——	PUNCT
那	ADV
麼	ADV
，	PUNCT
你	PRON
就	ADV
休息	VERB
一會罷	ADV
。	PUNCT


	SPACE
客	NOUN
——	PUNCT
但是	ADV
，	PUNCT
我	PRON
不	ADV
能	VERB
……	PUNCT
。	PUNCT


	SPACE
翁	NOUN
——	PUNCT
你	PRON
總還	ADV
是	VERB
覺	VERB
得	VERB
走	VERB
好麼	VERB
？	PUNCT


	SPACE
客	NOUN
——	PUNCT
是的	PRON
。	PUNCT
還	ADV
是	VERB
走	VERB
好	VERB
。	PUNCT


	SPACE
翁	NOUN
——	PUNCT
那	ADV
麼	ADV
，	PUNCT
你	PRON
還	ADV
是	VERB
走	VERB
好罷	VERB
。	PUNCT


	SPACE
客——	NOUN
〔將	PUNCT
腰	NOUN
一	ADV
伸	VERB
，	PUNCT
〕好	PUNCT
，	PUNCT
我	PRON
告別	VERB
了	PART
。	PUNCT
我	PRON
很	ADV
感激	VERB
你們	VERB
。	PUNCT
〔	PUNCT
向	ADP
著	PART
女孩	NOUN
，	PUNCT
〕姑娘	NOUN
，	PUNCT
這還	PRON
你	PRON
，	PUNCT

	SPACE
請	VERB
你	PRON
收	VERB
回去	VERB
。	PUNCT


	SPACE
〔	PUNCT
女孩	NOUN
驚懼	VERB
，	PUNCT
斂手	VERB
，	PUNCT
要	VERB
躲進	VERB
土屋	NOUN
堨h	PUNCT
。	PUNCT
〕	PUNCT


	SPACE
翁	NOUN
——	PUNCT
你	PRON
帶	VERB
去	VERB
罷	PART
。	PUNCT
要是	SCONJ
太	ADV
重	VERB
了	PART
，	PUNCT
可以	VERB
隨時	ADV
拋	VERB
在	ADP
墳地	NOUN
堶悸	PUNCT
滿C	ADJ


	SPACE
孩	NOUN
——	PUNCT
〔走	PUNCT
向前	VERB
，	PUNCT
〕	PUNCT
阿阿	NOUN
，	PUNCT
那	PRON
不行	VERB
！	PUNCT


	SPACE
客——	PUNCT
阿阿	NOUN
，	PUNCT
那	PRON
不行	VERB
的	PART
。	PUNCT


	SPACE
翁	NOUN
——	PUNCT
那	ADV
麼	ADV
，	PUNCT
你	PRON
掛	VERB
在野	ADJ
百合	NOUN
野薔	NOUN
薇上	NOUN
就是了	ADV
。	PUNCT


	SPACE
孩	NOUN
——	PUNCT
〔	PUNCT
拍手	VERB
，	PUNCT
〕	PUNCT
哈哈	INTJ
！	PUNCT
好	VERB
！	PUNCT


	SPACE
翁	NOUN
——	PUNCT
哦	INTJ
哦	INTJ
……	PUNCT


	SPACE
〔極	PUNCT
暫時	NOUN
中	PART
，	PUNCT
沉默	VERB
。	PUNCT
〕	PUNCT


	SPACE
翁	NOUN
——	PUNCT
那	ADV
麼	ADV
，	PUNCT
再	ADV
見	VERB
了	PART
。	PUNCT
祝	VERB
你	PRON
平安	VERB
。	PUNCT
〔	PUNCT
站起	VERB
，	PUNCT
向	ADP
女孩	NOUN
，	PUNCT
〕	PUNCT
孩子	NOUN
，	PUNCT
扶	VERB
我	PRON
進	VERB
去	VERB
罷	PART
。	PUNCT
你	PRON
看	VERB
，	PUNCT
太	NOUN
陽	NOUN

	SPACE
早已	ADV
下去	VERB
了	PART
。	PUNCT
〔轉	VERB
身向門	VERB
。	PUNCT
〕	PUNCT


	SPACE
客	NOUN
——	PUNCT
多	ADV
謝	VERB
你們	NOUN
。	PUNCT
祝	VERB
你們	PRON
平安	VERB
。	PUNCT
〔	PUNCT
徘徊	VERB
，	PUNCT
沉思	VERB
，	PUNCT
忽然	ADV
吃驚	VERB
，	PUNCT
〕然	ADV
而	ADV
我	PRON
不	ADV
能	VERB
！	PUNCT
我	PRON
衹	ADV
得	VERB
走	VERB
。	PUNCT

	SPACE
我	PRON
還	ADV
是	VERB
走	VERB
好罷	ADV
……	PUNCT
。	PUNCT
〔即	ADV
刻昂	VERB
了	PART
頭	NOUN
，	PUNCT
奮然	ADV
向	ADP
西走	VERB
去	VERB
。	PUNCT
〕	PUNCT


	SPACE
〔	PUNCT
女孩	NOUN
扶老人	NOUN
走進	VERB
土屋	NOUN
，	PUNCT
隨	ADV
即關	VERB
了	PART
門	NOUN
。	PUNCT
過客	VERB
向	ADP
野地	NOUN
崲曆	PUNCT
W地	PUNCT
闖進	VERB
去	VERB
，	PUNCT
夜色	NOUN
跟	VERB
在	VERB
他	PRON
後面	NOUN
。	PUNCT

	SPACE
〕	PUNCT


	SPACE
死火	NOUN


	SPACE
我	PRON
夢見	VERB
自己	PRON
在	ADP
冰山	NOUN
間	PART
奔馳	VERB
。	PUNCT


	SPACE
這	PRON
是	VERB
高大	VERB
的	PART
冰山	NOUN
，	PUNCT
上接	NOUN
冰天	VERB
，	PUNCT
天上	NOUN
凍雲	NOUN
彌漫	VERB
，	PUNCT
片片	NOUN
如	ADP
魚鱗	NOUN
模樣	VERB
。	PUNCT
山麓	NOUN
有	VERB
冰樹林	NOUN
，	PUNCT
枝葉	NOUN
都	ADV

	SPACE
如	ADP
鬆杉	NOUN
。	PUNCT
一切	PRON
冰冷	VERB
，	PUNCT
一切	PRON
青白	VERB
。	PUNCT


	SPACE
但	ADV
我	PRON
忽然	ADV
墜	VERB
在	ADP
冰谷	NOUN
中	PART
。	PUNCT


	SPACE
上下	NOUN
四旁	NOUN
無不冰冷	VERB
，	PUNCT
青白	VERB
。	PUNCT
而	ADV
一切	DET
青白冰	NOUN
上	PART
，	PUNCT
卻	ADV
有	VERB
紅影	NOUN
無數	VERB
，	PUNCT
糾結	NOUN
如	VERB
珊瑚網	NOUN
。	PUNCT
我	PRON
俯	VERB
看腳	VERB

	SPACE
下	PART
，	PUNCT
有	VERB
火焰	NOUN
在	VERB
。	PUNCT


	SPACE
這	PRON
是	VERB
死火	NOUN
。	PUNCT
有	VERB
炎炎	NOUN
的	PART
形	NOUN
，	PUNCT
但	ADV
毫不	ADV
搖動	VERB
，	PUNCT
全	DET
體	NOUN
冰結	NOUN
，	PUNCT
象珊	VERB
瑚枝	NOUN
；	PUNCT
尖端	NOUN
還	ADV
有	VERB
凝固	VERB
的	PART
黑煙	NOUN
，	PUNCT
疑	VERB

	SPACE
這	PRON
才	ADV
從	ADP
火宅	NOUN
中出	VERB
，	PUNCT
所以	ADV
枯焦	VERB
。	PUNCT
這樣	ADV
，	PUNCT
映	VERB
在	ADP
冰	NOUN
的	PART
四壁	NOUN
，	PUNCT
而且	ADV
互相	ADV
反映	VERB
，	PUNCT
化成	VERB
無量	ADJ
數影	NOUN
，	PUNCT
使	VERB

	SPACE
這	DET
冰谷	NOUN
，	PUNCT
成紅	VERB
珊瑚色	NOUN
。	PUNCT


	SPACE
哈哈	INTJ
！	PUNCT


	SPACE
當	ADP
我	PRON
幼小	VERB
的	PART
時候	NOUN
，	PUNCT
本	ADV
就	ADV
愛	VERB
看	VERB
快艦	ADV
激起	VERB
的	PART
浪花	NOUN
，	PUNCT
洪爐	NOUN
噴出	VERB
的	PART
烈焰	NOUN
。	PUNCT
不但	ADV
愛	VERB
看	VERB
，	PUNCT
還	ADV
想	VERB
看清	VERB
。	PUNCT

	SPACE
可惜	ADV
他們	PRON
都	ADV
息息變幻	VERB
，	PUNCT
永無	ADV
定形	VERB
。	PUNCT
雖然	SCONJ
凝視	VERB
又	ADV
凝視	VERB
，	PUNCT
總	ADV
不	ADV
留下	VERB
怎樣	ADJ
一定	ADJ
的	PART
跡象	NOUN
。	PUNCT


	SPACE
死	VERB
的	PART
火焰	NOUN
，	PUNCT
現	NOUN
在先	ADV
得到	VERB
了	PART
你	PRON
了	PART
！	PUNCT

　　
	SPACE
我	PRON
拾起	VERB
死火	NOUN
，	PUNCT
正要	ADV
細看	VERB
，	PUNCT
那	DET
冷氣	NOUN
已	ADV
使	VERB
我	PRON
的	PART
指頭	NOUN
焦灼	VERB
；	PUNCT
但是	ADV
，	PUNCT
我	PRON
還	ADV
熬著	VERB
，	PUNCT
將	X
他	PRON
塞入	VERB
衣袋	NOUN
中	NOUN

	SPACE
間	NOUN
。	PUNCT
冰谷	NOUN
四面	NOUN
，	PUNCT
登時	VERB
完全	ADV
青白	VERB
。	PUNCT
我	PRON
一面	ADV
思索	VERB
著	PART
走出	VERB
冰谷	NOUN
的	PART
法子	NOUN
。	PUNCT


	SPACE
我	PRON
的	PART
身上	NOUN
噴出	VERB
一	NUM
縷	NUM
黑煙	NOUN
，	PUNCT
上升	NOUN
如	ADP
鐵線蛇	NOUN
。	PUNCT
冰谷	NOUN
四面	NOUN
，	PUNCT
又	ADV
登	VERB
時滿	NOUN
有	VERB
紅焰	NOUN
流動	VERB
，	PUNCT
如	ADP
大火	NOUN
聚	VERB
，	PUNCT

	SPACE
將	X
我	PRON
包圍	VERB
。	PUNCT
我	PRON
低頭	VERB
一	ADV
看	VERB
，	PUNCT
死火	NOUN
已	ADV
