***	PUNCT
﹐	PUNCT
都	ADV
是	VERB
一	NUM
臉	NOUN
橫肉	NOUN
﹐	PUNCT
怒目而視	VERB
的	PART
看	VERB
他	PRON
﹔	PUNCT
他	PRON
便	ADV
知道	VERB
這人	PRON
一定	ADV
有些	ADV
來歷	VERB
﹐膝	NOUN
關節	NOUN
立刻	ADV
自然而然	VERB
的	PART
寬鬆	VERB
﹐便	PUNCT
跪	VERB
了	PART
下去	VERB
了	PART
。	PUNCT
「	PUNCT
站¨	VERB
說﹗	VERB
不要	ADV
跪﹗	VERB
」	PUNCT
長衫	NOUN
人物	NOUN
都	ADV
吆喝	VERB
說	VERB
。	PUNCT


　　	SPACE
阿Ｑ	PROPN
雖然	SCONJ
似乎	ADV
懂得	VERB
﹐但	PUNCT
總覺	ADV
得	VERB
站	VERB
不住	VERB
﹐身	PUNCT
不	ADV
由己	VERB
的	PART
蹲	VERB
了	PART
下去	VERB
﹐	PUNCT
而且	ADV
終於	ADV
趁勢	ADV
改為	VERB
跪下	VERB
了	PART
。	PUNCT


　　	SPACE
「	PUNCT
奴隸性	NOUN
﹗	PUNCT
……	PUNCT
」	PUNCT
長衫	NOUN
人物	NOUN
又	ADV
鄙夷	VERB
似的	ADV
說﹐	VERB
但	ADV
也	ADV
沒有	ADV
叫	VERB
他	PRON
起來	VERB
。	PUNCT


　　	SPACE
「	PUNCT
你	PRON
從實	ADV
招來	VERB
罷﹐	PUNCT
免得	VERB
吃苦	VERB
。	PUNCT
我	PRON
早	ADV
都	ADV
知道	VERB
了	PART
。	PUNCT
招	VERB
了	PART
可以	VERB
放	VERB
你	PRON
。	PUNCT
」	PUNCT
那	DET
光頭	VERB
的	PART
老	ADJ
頭子	NOUN
看	VERB
定	VERB
了	PART
阿Ｑ	PROPN
的	PART
臉﹐	NOUN
沉靜	VERB
的	PART
清楚	VERB
的	PART
說	VERB
。	PUNCT
「	PUNCT
招罷﹗	NOUN
」	PUNCT
長衫	ADJ
人物	NOUN
也	ADV
大聲說	VERB
。	PUNCT


　　	SPACE
「	PUNCT
我	PRON
本	ADV
來	VERB
要	VERB
……	X
來投	VERB
……	PUNCT
」	PUNCT
阿Ｑ	PROPN
胡里	PROPN
胡塗	VERB
的	PART
想	VERB
了	PART
一通	ADV
﹐這	PUNCT
才	ADV
斷斷	VERB
續續	VERB
的	PART
說	VERB
。	PUNCT


　　	SPACE
「	PUNCT
那	ADV
麼	ADV
﹐為	PUNCT
什麼不來	VERB
的	PART
呢	PART
﹖	PUNCT
」	PUNCT
老	ADJ
頭子	NOUN
和	CCONJ
氣	NOUN
的	PART
問	VERB
。	PUNCT


　　	SPACE
「	PUNCT
假洋	SCONJ
鬼子	NOUN
不准	VERB
我	PRON
﹗	PUNCT
」	PUNCT


　　	SPACE
「	PUNCT
胡說﹗	PROPN
此刻	NOUN
說﹐	PUNCT
也	ADV
遲	VERB
了	PART
。	PUNCT
現	NOUN
在	ADP
你	PRON
的	PART
同黨	NOUN
在	VERB
那	PRON
裡﹖	PUNCT
」	PUNCT
「	PUNCT
什麼﹖	PRON
……	PUNCT
」	PUNCT


　　	SPACE
「	PUNCT
那	DET
一	NUM
晚	NOUN
打劫	VERB
趙家	PROPN
的	PART
一	NUM
夥	NUM
人	NOUN
。	PUNCT
」	PUNCT


　　	SPACE
「	PUNCT
他	PRON
們沒	ADV
有	VERB
來	VERB
叫	VERB
我	PRON
。	PUNCT
他們	PRON
自己	PRON
搬走	VERB
了	PART
。	PUNCT
」	PUNCT
阿Ｑ	PROPN
提起	VERB
來便	VERB
憤憤	NOUN
。	PUNCT


　　	SPACE
「	PUNCT
走到	VERB
那	PRON
裡	PRON
去	VERB
了	PART
呢	PART
﹖	PUNCT
說出	VERB
來便	ADV
放	VERB
你	PRON
了	PART
。	PUNCT
」	PUNCT
老	ADJ
頭子	NOUN
更	ADV
和	VERB
氣	VERB
了	PART
。	PUNCT
「	PUNCT
我	PRON
不	ADV
知道	VERB
﹐	PUNCT
……	PUNCT
他	PRON
們沒	ADV
有	ADV
來叫	VERB
我	PRON
……	PUNCT
」	PUNCT


　　	SPACE
然而	ADV
老	ADJ
頭子	NOUN
使	VERB
了	PART
一	NUM
個	NUM
眼色	NOUN
﹐阿Ｑ便	PROPN
又	ADV
被	X
抓進	VERB
柵欄	NOUN
門裡	NOUN
了	PART
。	PUNCT
他	PRON
第二	NUM
次	NUM
抓出	VERB
柵欄	NOUN
門﹐	PUNCT
是	VERB
第二	NUM
天	NUM
的	PART
上午	NOUN
。	PUNCT


　　	SPACE
大堂	NOUN
的	PART
情形	NOUN
都	ADV
照舊	VERB
。	PUNCT
上面	NOUN
仍然	ADV
坐¨	VERB
光頭	VERB
的	PART
老	ADJ
頭子	NOUN
﹐阿	PROPN
Ｑ	PROPN
也	ADV
仍然	ADV
下	VERB
了	PART
跪	VERB
。	PUNCT


　　	SPACE
老	ADJ
頭子	NOUN
和	CCONJ
氣	NOUN
的	PART
問道	VERB
﹐	PUNCT
「	PUNCT
你	PRON
還	ADV
有	VERB
什麼	PRON
話說	NOUN
麼﹖	PUNCT
」	PUNCT


　　	SPACE
阿Ｑ	PROPN
一	ADV
想	VERB
﹐沒	PUNCT
有	VERB
話﹐	PUNCT
便	ADV
回答	VERB
說﹐	VERB
「	PUNCT
沒有	VERB
。	PUNCT
」	PUNCT


　　	SPACE
於是	ADV
一	NUM
個	NUM
長衫	ADJ
人物	NOUN
拿	VERB
了	PART
一	NUM
張	NUM
紙	NOUN
﹐並	CCONJ
一	NUM
支	NUM
筆	NOUN
送到	VERB
阿Ｑ	PROPN
的	PART
面前	NOUN
﹐要	VERB
將筆	X
塞在	VERB
他	PRON
手裡	NOUN
。	PUNCT
阿Ｑ	PROPN
這時	PRON
很	ADV
吃	VERB
驚﹐	PUNCT
幾乎	ADV
「	PUNCT
魂飛	VERB
魄散	VERB
」	PUNCT
了	PART
﹕	PUNCT
因	ADP
為	ADP
他	PRON
的	PART
手	NOUN
和	CCONJ
筆相	NOUN
關﹐	PUNCT
這回	PRON
是	VERB
初次	NOUN
。	PUNCT
他	PRON
正	ADV
不知	VERB
怎樣	ADV
拿﹔	PUNCT
那	DET
人	NOUN
卻	ADV
又	ADV
指¨	VERB
一	NUM
處	NUM
地方	NOUN
教	VERB
他	PRON
畫	VERB
花押	NOUN
。	PUNCT


　　	SPACE
「	PUNCT
我	PRON
……	PUNCT
我	PRON
……	PUNCT
不	ADV
認	VERB
得	VERB
字	NOUN
。	PUNCT
」	PUNCT
阿Ｑ	PROPN
一	NUM
把	NUM
抓住	VERB
了	PART
筆﹐	PUNCT
惶恐	VERB
而且	CCONJ
慚愧	VERB
的	PART
說	VERB
。	PUNCT


　　	SPACE
「	PUNCT
那	ADV
麼﹐	PUNCT
便宜	VERB
你	PRON
﹐畫	VERB
一	NUM
個	NUM
圓	NOUN
圈﹗	PUNCT
」	PUNCT


　　	SPACE
阿Ｑ	PROPN
要	VERB
畫	VERB
圓圈	NOUN
了	PART
﹐	PUNCT
那	DET
手	NOUN
捏¨	VERB
筆卻	NOUN
只是	ADV
抖	VERB
。	PUNCT
於是	ADV
那	DET
人	NOUN
替	ADP
他	PRON
將紙	NOUN
鋪	VERB
在	ADP
地上	NOUN
﹐阿	PUNCT
Ｑ伏	PROPN
下去	VERB
﹐	PUNCT
使盡	VERB
了	PART
平生	VERB
的	PART
力畫	NOUN
圓圈	NOUN
。	PUNCT
他	PRON
生怕	ADV
被	X
人	NOUN
笑	VERB
話﹐	PUNCT
立志	NOUN
要	VERB
畫	VERB
得	PART
圓﹐	VERB
但	ADV
這可惡	VERB
的	PART
筆	NOUN
不但	ADV
很	ADV
沉重	VERB
﹐	PUNCT
並且	ADV
不	ADV
聽	VERB
話﹐	PUNCT
剛剛	ADV
一	ADV
抖	VERB
一	ADV
抖	VERB
的	PART
幾乎	ADV
要	VERB
合縫	VERB
﹐卻	PUNCT
又	ADV
向	ADP
外	NOUN
一	ADV
聳	VERB
﹐畫	PUNCT
成	VERB
瓜子	NOUN
模樣	NOUN
了	PART
。	PUNCT


　　	SPACE
阿Ｑ正	PROPN
羞愧	VERB
自己	PRON
畫	VERB
得	PART
不	ADV
圓﹐	PUNCT
那	DET
人	NOUN
卻	ADV
不	ADV
計	VERB
較﹐	PUNCT
早已	ADV
掣	VERB
了	PART
紙筆	NOUN
去	VERB
﹐許	PUNCT
多	NUM
人	NOUN
又	ADV
將	X
他	PRON
第二	NUM
次	NUM
抓進	VERB
柵	NOUN
欄門	NOUN
。	PUNCT



　　	SPACE
他	PRON
第二	NUM
次	NUM
進	VERB
了	PART
柵欄	NOUN
﹐倒	PUNCT
也	ADV
並	ADV
不	ADV
十分	ADV
懊惱	VERB
。	PUNCT
他	PRON
以為	VERB
人生	NOUN
天地	NOUN
之	PART
間	PART
﹐大	ADV
約本	ADV
來	VERB
有	ADV
時	ADV
要	VERB
抓進	VERB
抓	VERB
出﹐	PUNCT
有	ADV
時	ADV
要	VERB
在	ADP
紙上	NOUN
畫圓圈	VERB
的	PART
﹐惟	ADV
有圈	VERB
而	ADV
不	ADV
圓	VERB
﹐卻	ADV
是	VERB
他	PRON
「	PUNCT
行狀	VERB
」	PUNCT
上	PART
的	PART
一	NUM
個	NUM
污點	NOUN
。	PUNCT
但	ADV
不	ADV
多	VERB
時	PART
也	ADV
就	ADV
釋然	VERB
了	PART
﹐	PUNCT
他	PRON
想	VERB
﹕	PUNCT
孫子	PROPN
才	ADV
畫	VERB
得	PART
很	ADV
圓	VERB
的	PART
圓圈	NOUN
呢	PART
。	PUNCT
於是	ADV
他	PRON
睡¨	VERB
了	PART
。	PUNCT


　　	SPACE
然而	ADV
這	DET
一	NUM
夜	NOUN
﹐舉人	NOUN
老爺	NOUN
反而	ADV
不	ADV
能	VERB
睡﹕	VERB
他	PRON
和	CCONJ
把	X
總嘔	VERB
了	PART
氣	NOUN
了	PART
。	PUNCT
舉人	NOUN
老爺	NOUN
主張	NOUN
第一	NUM
要	VERB
追贓	VERB
﹐	PUNCT
把	X
總	ADJ
主張	NOUN
第一	NUM
要	VERB
示眾	VERB
。	PUNCT
把	X
總近來	NOUN
很	ADV
不	ADV
將舉人	NOUN
老爺	NOUN
放在	VERB
眼裡	NOUN
了	PART
﹐拍案	VERB
打凳	VERB
的	PART
說道	VERB
﹐	PUNCT
「	PUNCT
懲	VERB
一	NUM
儆百	VERB
﹗	PUNCT
你	PRON
看﹐	VERB
我	PRON
做	VERB
革命	ADJ
黨還	NOUN
不	ADV
上	VERB
二十	NUM
天	NUM
﹐	PUNCT
搶案	VERB
就是	ADV
十	NUM
幾件	NUM
﹐	PUNCT
全	ADV
不	ADV
破案	VERB
﹐	PUNCT
我	PRON
的	PART
面子	NOUN
在	VERB
那	PRON
裡	PART
﹖	PUNCT
破	VERB
了	PART
案	NOUN
﹐	PUNCT
你	PRON
又	ADV
來迂	VERB
。	PUNCT
不成	VERB
﹗這	PUNCT
是	VERB
我	PRON
管	VERB
的	PART
﹗	PUNCT
」	PUNCT
舉人	NOUN
老爺	NOUN
窘急	VERB
了	PART
﹐然而還	ADV
堅持	VERB
﹐說	PUNCT
是	VERB
倘若	SCONJ
不	ADV
追贓	VERB
﹐	PUNCT
他	PRON
便	ADV
立刻	ADV
辭	VERB
了	PART
幫辦	VERB
民政	NOUN
的	PART
職務	NOUN
。	PUNCT
而	ADV
把	X
總卻	NOUN
道﹐	VERB
「	PUNCT
請便	VERB
罷﹗	PUNCT
」	PUNCT
於是	ADV
舉人	NOUN
老爺	NOUN
在	ADP
這	DET
一	NUM
夜	NOUN
竟	ADV
沒有	ADV
睡﹐	PUNCT
但	ADV
幸而	ADV
第二	NUM
天	NUM
倒	ADV
也	ADV
沒有	ADV
辭	VERB
。	PUNCT


　　	SPACE
阿Ｑ	PROPN
第三	NUM
次	NUM
抓出	VERB
柵欄門	PROPN
的	PART
時候	NOUN
﹐便	PUNCT
是	VERB
舉人	NOUN
老爺	NOUN
睡	VERB
不	ADV
¨	VERB
的	PART
那	DET
一	NUM
夜	NOUN
的	PART
明天	NOUN
的	PART
上午	NOUN
了	PART
。	PUNCT
他	PRON
到	VERB
了	PART
大堂﹐	NOUN
上面	NOUN
還	ADV
坐¨	VERB
照例	VERB
的	PART
光頭	ADJ
老	ADJ
頭子	NOUN
﹔阿	PROPN
Ｑ	PROPN
也	ADV
照例	VERB
的	PART
下	VERB
了	PART
跪	VERB
。	PUNCT


　　	SPACE
老	ADJ
頭子	NOUN
很	ADV
和	VERB
氣	NOUN
的	PART
問道	VERB
﹐	PUNCT
「	PUNCT
你	PRON
還	ADV
有	VERB
什麼	DET
話	NOUN
麼﹖	PART
」	PUNCT


　　	SPACE
阿Ｑ	PROPN
一	ADV
想	VERB
﹐沒	PUNCT
有	VERB
話﹐	PUNCT
便	ADV
回答	VERB
說﹐	VERB
「	PUNCT
沒有	VERB
。	PUNCT
」	PUNCT


　　	SPACE
許多	NUM
長衫	NOUN
和	CCONJ
短衫	NOUN
人物	NOUN
﹐	PUNCT
忽然	ADV
給	ADP
他	PRON
穿上	VERB
一	NUM
件	NUM
洋布	VERB
的	PART
白背	ADJ
心﹐	NOUN
上面	NOUN
有些	ADV
黑字	NOUN
。	PUNCT
阿Ｑ	PROPN
很	ADV
氣苦	VERB
﹕	PUNCT
因	ADP
為這	ADP
很	ADV
像	VERB
是	VERB
帶孝﹐	VERB
而	ADV
帶孝	VERB
是	VERB
晦氣	VERB
的	PART
。	PUNCT
然而	ADV
同時	VERB
他	PRON
的	PART
兩手	NOUN
反縛	VERB
了	PART
﹐同	PUNCT
時	ADV
又	ADV
被	X
一直	ADV
抓	VERB
出衙	VERB
門外	NOUN
去	VERB
了	PART
。	PUNCT


　　	SPACE
阿Ｑ	PROPN
被	X
抬上	VERB
了	PART
一	NUM
輛	NUM
沒	ADV
有篷	VERB
的	PART
車﹐	NOUN
幾個	NUM
短衣	NOUN
人物	NOUN
也	ADV
和	ADP
他	PRON
同坐	VERB
在	ADP
一	NUM
處	NOUN
。	PUNCT
這車	ADV
立刻	ADV
走動	VERB
了	PART
﹐	PUNCT
前面	NOUN
是	VERB
一	NUM
班	NUM
背¨洋炮	VERB
的	PART
兵們	NOUN
和	CCONJ
團丁	NOUN
﹐兩	PUNCT
旁	PART
是	VERB
許	NUM
多	NUM
張	NUM
¨嘴	PROPN
的	PART
看	VERB
客﹐	NOUN
後面	NOUN
怎樣	VERB
﹐	PUNCT
阿Ｑ沒有見	PROPN
。	PUNCT
但	ADV
他	PRON
突然	ADV
覺到	VERB
了	PART
﹕這	PRON
豈	ADV
不是	ADV
去	VERB
殺頭	VERB
麼﹖	PUNCT
他	PRON
一	ADV
急	VERB
﹐兩	NUM
眼發	NOUN
黑﹐	PUNCT
耳朵	NOUN
裡□	PART
□□	PUNCT
□□	PUNCT
□□	X
□□	X
□□	PUNCT
然而	ADV
他	PRON
又	ADV
沒有	ADV
全發	NOUN
昏﹐	NOUN
有	ADV
時	ADV
雖然	SCONJ
¨	PROPN
急﹐	PUNCT
有	VERB
時卻	NOUN
也	ADV
泰然	VERB
﹔	PUNCT
他	PRON
意思	NOUN
之	PART
間	PART
﹐	PUNCT
似乎	ADV
覺	VERB
得	VERB
人生	NOUN
天地	NOUN
間﹐	PUNCT
大約	NOUN
本來	PRON
有	ADV
時	ADV
也	ADV
未免	ADV
要	VERB
殺頭	VERB
的	PART
。	PUNCT


　　	SPACE
他	PRON
還認	ADV
得	VERB
路	NOUN
﹐於	PUNCT
是	VERB
有些	ADV
詫異	VERB
了	PART
﹕	PUNCT
怎麼	ADV
不	ADV
向	ADP
¨法	PROPN
場走	VERB
呢	PART
﹖	PUNCT
他	PRON
不	ADV
知道	VERB
這	PRON
是	VERB
在	ADV
游街	VERB
﹐	PUNCT
在	ADV
示眾	VERB
。	PUNCT
但	ADV
即使	SCONJ
知道	VERB
也	ADV
一	VERB
樣	VERB
﹐	PUNCT
他	PRON
不	ADV
過便	ADV
以	VERB
為	VERB
人生	NOUN
天地	NOUN
間﹐	PUNCT
大約	NOUN
本來	ADV
有	ADV
時	ADV
也	ADV
未免	ADV
要	VERB
游街	VERB
要	VERB
示眾	VERB
罷	PART
了	PART
。	PUNCT


　　	SPACE
他	PRON
省悟	VERB
了	PART
﹐這	PUNCT
是	VERB
繞到	VERB
法場	NOUN
去	VERB
的	PART
路﹐	NOUN
這	PRON
一定	ADV
是	VERB
「	PUNCT
嚓	VERB
」	PUNCT
的	PART
去	VERB
殺頭	VERB
。	PUNCT
他	PRON
惘惘	VERB
的	PART
向	ADP
左右	NOUN
看﹐	PUNCT
全	ADV
跟	ADP
¨馬	PROPN
蟻似	VERB
的	PART
人	NOUN
﹐	PUNCT
而	ADV
在	ADP
無意	NOUN
中	PART
﹐卻	ADV
在	ADP
路旁	NOUN
的	PART
人	NOUN
叢	NOUN
中	PART
發見	VERB
了	PART
一	NUM
個	NUM
吳媽	NOUN
。	PUNCT
很	ADV
久違	ADV
﹐伊	PUNCT
原來	ADV
在	ADP
城裡	NOUN
做工	VERB
了	PART
。	PUNCT
阿Ｑ	PROPN
忽然	ADV
很	ADV
羞愧	VERB
自己	PRON
沒志	VERB
氣﹕	NOUN
竟	ADV
沒有	ADV
唱幾句戲	VERB
。	PUNCT
他	PRON
的	PART
思想	NOUN
彷佛	ADV
旋風	NOUN
似的	ADV
在	ADP
腦裡	NOUN
一	ADV
迴	VERB
旋﹕	VERB
《	PUNCT
小	ADJ
孤孀	NOUN
上	VERB
墳	NOUN
》	PUNCT
欠堂	VERB
皇﹐	NOUN
《	PUNCT
龍虎斗	NOUN
》	PUNCT
裡	PART
的	PART
「	PUNCT
悔不該	NOUN
……	NOUN
」	PUNCT
也	ADV
太	ADV
乏	VERB
﹐還	ADV
是	VERB
「	PUNCT
手	NOUN
執	VERB
鋼	NOUN
鞭將	NOUN
你	PRON
打	VERB
」	PUNCT
罷	PART
。	PUNCT
他	PRON
同時	ADV
想	VERB
將手	NOUN
一	ADV
揚	VERB
﹐	PUNCT
才	ADV
記	VERB
得	VERB
這	DET
兩手	NOUN
原來	NOUN
都	ADV
捆¨	VERB
﹐於	PUNCT
是	ADV
「	PUNCT
手執	ADJ
鋼鞭	NOUN
」	PUNCT
也	ADV
不	ADV
唱	VERB
了	PART
。	PUNCT


　　	SPACE
「	PUNCT
過	VERB
了	PART
二十年	NOUN
又	ADV
是	VERB
一	NUM
個	NUM
……	PUNCT
」	PUNCT
阿Ｑ	PROPN
在	ADP
百忙	NOUN
中﹐	PART
「	PUNCT
無師	ADV
自通	VERB
」	PUNCT
的	PART
說出	VERB
半	NUM
句	NUM
從來	ADV
不	ADV
說	VERB
的	PART
話	NOUN
。	PUNCT


　　	SPACE
「	PUNCT
好﹗	VERB
﹗﹗	PUNCT
」	PUNCT
從人	VERB
叢裡	VERB
﹐便	PUNCT
發出	VERB
豺狼	NOUN
的	PART
嗥叫	NOUN
一般	ADJ
的	PART
聲音來	NOUN
。	PUNCT


　　	SPACE
車子	NOUN
不住	VERB
的	PART
前行	VERB
﹐阿	PROPN
Ｑ	PROPN
在	ADP
喝	VERB
采聲	VERB
中﹐	PUNCT
輪轉	ADJ
眼睛	NOUN
去	VERB
看	VERB
吳媽	PROPN
﹐	PUNCT
似乎	ADV
伊	PROPN
一向	ADV
並沒	ADV
有	ADV
見	VERB
他	PRON
﹐	PUNCT
卻	ADV
只是	ADV
出神	VERB
的	PART
看	VERB
¨兵	PROPN
們	PRON
背	NOUN
上	PART
的	PART
洋炮	NOUN
。	PUNCT
阿Ｑ	PROPN
於是	ADV
再	ADV
看	VERB
那些	DET
喝采	VERB
的	PART
人	NOUN
們	NOUN
。	PUNCT


　　	SPACE
這剎	ADV
那	PRON
中	PART
﹐	PUNCT
他	PRON
的	PART
思想	NOUN
又	ADV
彷	ADV
彿旋	ADV
風似	VERB
的	PART
在	ADP
腦裡	NOUN
一	ADV
迴旋	VERB
了	PART
。	PUNCT
四	NUM
年	NUM
之前	PART
﹐	PUNCT
他	PRON
曾	ADV
在	ADP
山腳	NOUN
下	PART
遇見	VERB
一	NUM
隻	NUM
餓狼	NOUN
﹐永	ADV
是	VERB
不	ADV
近	VERB
不遠	VERB
的	PART
跟定	VERB
他	PRON
﹐	PUNCT
要	VERB
吃	VERB
他	PRON
的	PART
肉	NOUN
。	PUNCT
他	PRON
那	DET
時嚇	NOUN
得	PART
幾乎	ADV
要	VERB
死	VERB
﹐幸	ADV
而	ADV
手裡	NOUN
有	VERB
一	NUM
柄	NUM
斫柴	NOUN
刀﹐	NOUN
才	ADV
得	VERB
仗	VERB
這壯	PRON
了	PART
膽﹐	PUNCT
支持	VERB
到	VERB
未	ADV
莊﹔	NOUN
可是	ADV
永遠	ADV
記	VERB
得	VERB
那	DET
狼	NOUN
眼睛	NOUN
﹐	PUNCT
又	ADV
凶	VERB
又	CCONJ
怯﹐	VERB
閃閃	VERB
的	PART
像	ADP
兩顆	NUM
鬼火﹐	NOUN
似乎	ADV
遠遠	ADV
的	PART
來穿	VERB
透	VERB
了	PART
他	PRON
的	PART
皮肉	NOUN
。	PUNCT
而	ADV
這回	ADV
他	PRON
又	ADV
看	VERB
見從	VERB
來沒	ADV
有	VERB
見過	NOUN
的	PART
更	ADV
可怕	VERB
的	PART
眼睛	NOUN
了	PART
﹐	PUNCT
又	ADV
鈍	VERB
又	CCONJ
鋒	VERB
利﹐	VERB
不但	ADV
已	ADV
經	ADV
咀嚼	VERB
了	PART
他	PRON
的	PART
話﹐	PUNCT
並且	ADV
還	ADV
要	VERB
咀嚼	VERB
他	PRON
皮肉	NOUN
以外	PART
的	PART
東西	NOUN
﹐永	ADV
是	VERB
不	ADV
遠	VERB
不	ADV
近	VERB
的	PART
跟	ADP
他	PRON
走	VERB
。	PUNCT


　　	SPACE
這些	DET
眼睛	NOUN
們	PRON
似乎	ADV
連成	VERB
一	NUM
氣	NOUN
﹐	PUNCT
已	ADV
經	ADV
在	ADP
那	PRON
裡	PART
咬	VERB
他	PRON
的	PART
靈魂	NOUN
。	PUNCT
「	PUNCT
救命	NOUN
﹐	PUNCT
……	PUNCT
」	PUNCT


　　	SPACE
然而	ADV
阿Ｑ沒有說	PROPN
。	PUNCT
他	PRON
早就	ADV
兩眼	ADV
發	VERB
黑﹐	PUNCT
耳朵	NOUN
裡嗡	NOUN
的	PART
一	NUM
聲	NUM
﹐覺	VERB
得	VERB
全身	NOUN
彷彿	ADV
微塵	NOUN
似的	ADV
迸散	VERB
了	PART
。	PUNCT


　　	SPACE
至於	ADV
當時	VERB
的	PART
影響	NOUN
﹐	PUNCT
最	ADV
大	VERB
的	PART
倒反	VERB
在	ADP
舉人	NOUN
老爺	NOUN
﹐	PUNCT
因	ADP
為終	ADP
於沒	ADV
有	VERB
追贓	NOUN
﹐	PUNCT
他	PRON
全家	NOUN
都	ADV
號	VERB
*	PUNCT
G	PROPN
了	PART
。	PUNCT
其次	ADV
是	VERB
趙府	PROPN
﹐非	PUNCT
特秀	NOUN
才	ADV
因	ADP
為上	ADP
城去	NOUN
報官	VERB
﹐	PUNCT
被	X
不	ADV
好的	VERB
革命	NOUN
黨剪	NOUN
了	PART
辮子	NOUN
﹐	PUNCT
而且	ADV
又	ADV
破費	VERB
了	PART
二十千	NUM
的	PART
賞錢﹐	NOUN
所以	ADV
全家	NOUN
也	ADV
號□	VERB
□	PUNCT
了	PART
。	PUNCT
從這	ADP
一	NUM
天	NUM
以	PART
來﹐	PUNCT
他	PRON
們便	PRON
漸漸	ADV
的	PART
都	ADV
發生	VERB
了	PART
遺老	VERB
的	PART
氣味	NOUN
。	PUNCT


　　	SPACE
至	ADP
於輿	ADP
論﹐	PUNCT
在	ADP
未莊	NOUN
是	VERB
無異	ADV
議﹐	VERB
自然	ADV
都	ADV
說阿	VERB
Ｑ	PUNCT
壞﹐	PUNCT
被	X
槍斃	NOUN
便	ADV
是	VERB
他	PRON
的	PART
壞	NOUN
的	PART
證據	NOUN
﹔	PUNCT
不	ADV
壞	VERB
又	ADV
何至於	ADV
被	X
槍斃	VERB
呢	PART
﹖	PUNCT
而	ADV
城裡	NOUN
的	PART
輿論	NOUN
卻	ADV
不	ADV
佳﹐	VERB
他	PRON
們多	PRON
半	NUM
不	ADV
滿	VERB
足﹐	VERB
以	VERB
為槍	VERB
斃並	VERB
無殺	ADJ
頭這	NOUN
般	ADV
好看	VERB
﹔	PUNCT
而且	ADV
那	PRON
是	VERB
怎樣	ADJ
的	PART
一	NUM
個	NUM
可笑	VERB
的	PART
死囚呵	NOUN
﹐游	VERB
了	PART
那	ADV
麼久	ADV
的	PART
街﹐	NOUN
竟沒	ADV
有	VERB
唱	VERB
一	NUM
句	NUM
戲﹕	NOUN
他	PRON
們白	ADV
跟	VERB
一	NUM
趟	NUM
了	PART
。	PUNCT


　　	SPACE
一九二一年	NOUN
十二月	NOUN
。	PUNCT


　　	SPACE
〔	PUNCT
１	NUM
〕	PUNCT
　	SPACE
本	DET
篇	NOUN
最初	ADV
分章	ADV
發	VERB
表於	VERB
北京	PROPN
《	PUNCT
晨報	NOUN
副刊	NOUN
》	PUNCT
﹐自	PUNCT
一九二一年	NOUN
十二月	NOUN
四日	NOUN
起	PART
至	ADP
一	NOUN
九二二年	NOUN
二月	NOUN
十二日	NOUN
止﹐	PART
每	DET
週	NUM
或	CCONJ
隔週	NOUN
刊登	VERB
一	NUM
次	NUM
﹐署	VERB
名巴人	NOUN
。	PUNCT


　　	SPACE
作者	NOUN
在	ADP
一九二五年	NOUN
曾	ADV
為	ADP
這篇	DET
小說	NOUN
的	PART
俄文	NOUN
譯本	NOUN
寫過	VERB
一	NUM
篇	NUM
短序	NOUN
﹐後	PUNCT
收在	VERB
《	PUNCT
集外集	NOUN
》	PUNCT
中	PART
﹔	PUNCT
一九二六年	NOUN
又	ADV
寫過	VERB
《	PUNCT
阿Ｑ正傳	PROPN
的	PART
成因	NOUN
》	PUNCT
一	NUM
文	NOUN
﹐收	VERB
在	ADP
《	PUNCT
華蓋	PROPN
集續編	NOUN
》	PUNCT
中﹐	PUNCT
都	ADV
可	VERB
參看	VERB
。	PUNCT


　　	SPACE
〔	PUNCT
２	NUM
〕	PUNCT
　	SPACE
「	PUNCT
立言	NOUN
」	PUNCT
　	SPACE
我	PRON
國	NOUN
古代	NOUN
所	PART
謂	VERB
「	PUNCT
三不朽	NOUN
」	PUNCT
之一	NOUN
。	PUNCT
《	PUNCT
左傳	NOUN
》	PUNCT
襄公	PROPN
二十四年	NOUN
載魯	VERB
國大	NOUN
夫叔	NOUN
孫豹	PROPN
的	PART
話﹕	NOUN
「	PUNCT
太	NOUN
上	PART
有	VERB
立德﹐	NOUN
其次	ADV
有立	VERB
功﹐	NOUN
其次	ADV
有	VERB
立言	NOUN
﹐	PUNCT
雖久不廢	VERB
﹐此之謂不朽	VERB
。	PUNCT
」	PUNCT


　　	SPACE
〔	PUNCT
３	NUM
〕	PUNCT
　	SPACE
「	PUNCT
名	NOUN
不	ADV
正	VERB
則言不順	VERB
」	PUNCT
　	SPACE
語見	NOUN
《	PUNCT
論語	NOUN
‧子	PUNCT
路	NOUN
》	PUNCT
。	PUNCT


　　	SPACE
〔	PUNCT
４	NUM
〕	PUNCT
　	SPACE
內傳	NOUN
　	SPACE
小說	NOUN
體傳	NOUN
記	VERB
的	PART
一	NUM
種	NUM
。	PUNCT
作者	NOUN
在	ADP
一九三一年	NOUN
三月	NOUN
三日	NOUN
給	VERB
《	PUNCT
阿Ｑ	PROPN
正傳	NOUN
》	PUNCT
日譯者	NOUN
山上	PROPN
正義	PROPN
